DATE,Temp_max,Temp_min,Vent,PLV,EVA,APP
2007-12-21,7,16.0,24,0.0,1.44,0.0012
2007-12-22,13,17.0,31,2.400000035762789,1.62,0.0014
2007-12-23,10,19.0,24,4.899999976158138,1.74,0.0015
2007-12-24,8,19.0,11,0.6,1.86,0.0016
2007-12-25,8,17.0,15,0.0,1.68,0.0014
2007-12-26,7,17.0,11,0.0,1.56,0.0013
2007-12-27,10,16.0,15,0.0,1.8,0.0015
2007-12-28,10,16.0,13,146.5999984741211,1.62,0.0014
2007-12-29,11,14.0,22,323.2000003814698,1.39,0.0012
2007-12-30,12,16.0,24,242.10000000000002,1.44,0.0012
2007-12-31,11,15.0,26,275.39999828338625,1.14,0.141
2008-01-01,-2,14.0,26,25.500000002980233,1.02,0.0149
2008-01-02,8,18.0,16,16.89999985694885,1.92,0.0017
2008-01-03,12,19.0,28,0.0,2.63,0.0
2008-01-04,10,15.0,24,45.60000002384186,1.8,0.0379
2008-01-05,16,24.0,21,8.79999995231628,4.5,0.0
2008-01-06,21,32.0,35,0.0,6.31,0.0
2008-01-07,21,33.0,21,0.0,6.0,0.0013
2008-01-08,24,37.0,22,0.0,10.03,0.0066
2008-01-09,22,32.0,16,0.0,7.27,0.0
2008-01-10,19,24.0,22,7.0,2.94,0.002
2008-01-11,14,28.0,22,0.0,2.35,0.0016
2008-01-12,7,19.0,22,0.400000005960465,2.94,0.0
2008-01-13,7,17.0,22,1.20000004768372,1.44,0.0013
2008-01-14,6,17.0,11,0.0,1.68,0.0015
2008-01-15,6,19.0,16,0.0,1.8,0.0016
2008-01-16,-2,18.0,28,13.39999985694885,1.98,0.0017
2008-01-17,10,16.0,39,83.79999949932102,1.62,0.0014
2008-01-18,8,16.0,21,59.70000023841858,1.38,0.0012
2008-01-19,5,17.0,9,5.8,1.44,0.0433
2008-01-20,7,17.0,11,0.0,1.74,0.0155
2008-01-21,9,18.0,13,0.0,1.56,0.0014
2008-01-22,6,18.0,39,0.0,1.62,0.0014
2008-01-23,10,16.0,44,19.40000016987324,2.04,0.0018
2008-01-24,9,14.0,28,27.49999977350235,1.82,0.0016
2008-01-25,8,15.0,15,0.0,1.74,0.0015
2008-01-26,-2,16.0,13,0.0,1.68,0.0015
2008-01-27,-5,17.0,21,0.0,1.74,0.0015
2008-01-28,7,17.0,31,0.0,1.8,0.0016
2008-01-29,8,20.0,11,0.0,1.92,0.0017
2008-01-30,8,22.0,15,0.0,1.62,0.0014
2008-01-31,5,18.0,21,0.0,1.74,0.0015
2008-02-01,8,16.0,13,2.5,1.26,0.0011
2008-02-02,7,20.0,15,0.0,2.04,0.0
2008-02-03,13,21.0,37,0.0,2.49,0.0
2008-02-04,13,20.0,35,0.0,1.45,0.0012
2008-02-05,15,23.0,22,8.0,4.27,0.0
2008-02-06,19,25.0,31,12.0,6.55,0.0
2008-02-07,21,35.0,27,8.5,8.63,0.0075
2008-02-08,22,35.0,24,30.799999475479147,10.57,0.0
2008-02-09,22,33.0,22,31.89999979734421,6.91,0.0
2008-02-10,19,25.0,27,6.69999992847442,3.06,0.002
2008-02-11,13,27.0,39,13.499999955296513,2.92,0.0
2008-02-12,9,17.0,26,0.0,2.35,0.0
2008-02-13,4,16.0,16,5.20000004768372,1.56,0.0014
2008-02-14,5,17.0,24,16.70000004768372,1.8,0.0016
2008-02-15,12,17.0,27,56.29999976158142,1.92,0.0017
2008-02-16,12,16.0,29,53.000000005960466,1.74,0.0015
2008-02-17,6,12.0,21,3.000000023841858,1.2,0.001
2008-02-18,6,14.0,27,0.0,1.68,0.0015
2008-02-19,1,17.0,22,0.0,1.94,0.0017
2008-02-20,8,20.0,27,0.0,2.15,0.0019
2008-02-21,11,20.0,16,0.0,2.04,0.0018
2008-02-22,12,18.0,27,4.0999999791383726,2.1,0.0
2008-02-23,10,17.0,24,8.20000004768372,1.68,0.0
2008-02-24,-1,19.0,27,5.5,2.04,0.0
2008-02-25,10,23.0,24,2.70000004768372,2.25,0.002
2008-02-26,9,21.0,15,4.0,2.31,0.0
2008-02-27,8,19.0,16,7.0,2.52,0.0
2008-02-28,11,20.0,15,0.0,2.49,0.0022
2008-02-29,8,19.0,21,0.0,2.56,0.0
2008-03-01,-2,19.0,16,0.0,1.44,0.0013
2008-03-02,5,19.0,21,0.0,1.8,0.0016
2008-03-03,11,26.0,27,0.0,2.42,0.0
2008-03-04,14,19.0,44,48.299999713897726,3.45,0.0029
2008-03-05,15,23.0,27,91.99999976158142,4.36,0.0
2008-03-06,19,26.0,31,111.69999980926514,6.7,0.0
2008-03-07,23,41.0,29,75.5,6.8,0.0039
2008-03-08,25,34.0,29,36.49999976158138,10.39,0.0
2008-03-09,22,33.0,22,49.49999995231629,6.37,0.0
2008-03-10,17,30.0,21,14.49999952316287,3.24,0.0022
2008-03-11,17,25.0,21,0.5,2.04,0.002
2008-03-12,10,15.0,39,0.0,2.04,0.0013
2008-03-13,14,20.0,37,0.0,2.2,0.0
2008-03-14,9,21.0,16,0.0,3.12,0.0
2008-03-15,8,23.0,21,1.0,3.4,0.0
2008-03-16,11,23.0,31,5.0,3.6,0.0
2008-03-17,13,21.0,24,1.5,3.59,0.0
2008-03-18,12,26.0,28,0.0,3.3,0.0
2008-03-19,12,21.0,22,0.0,3.21,0.0
2008-03-20,11,17.0,21,0.0,2.25,0.0
2008-03-21,9,17.0,29,0.0,2.42,0.0
2008-03-22,9,22.0,22,0.0,2.2,0.0
2008-03-23,11,24.0,37,11.59999990463257,2.04,0.0
2008-03-24,7,16.0,57,37.19999980926514,1.98,0.0
2008-03-25,10,20.0,35,36.90000023841858,3.61,0.0
2008-03-26,11,22.0,28,50.60000014305114,2.04,0.0017
2008-03-27,10,15.0,50,100.4999996185303,2.04,0.0
2008-03-28,11,17.0,48,59.199999812245366,1.4,0.0012
2008-03-29,12,19.0,26,0.0,2.82,0.0
2008-03-30,8,21.0,26,0.0,3.8,0.0
2008-03-31,11,20.0,34,154.1000003814698,3.24,0.0
2008-04-01,10,15.0,28,194.90000000596046,1.62,0.0014
2008-04-02,9,22.0,27,1.400000005960465,2.04,0.0018
2008-04-03,9,20.0,24,4.600000023841861,2.7,0.0
2008-04-04,12,18.0,29,5.300000029802322,2.76,0.0024
2008-04-05,14,23.0,22,1.9000000357627869,4.57,0.0
2008-04-06,18,27.0,29,0.0,6.01,0.0
2008-04-07,25,36.0,31,0.0,9.21,0.006
2008-04-08,23,35.0,22,0.0,10.51,0.0
2008-04-09,23,37.0,15,0.0,6.97,0.0
2008-04-10,16,23.0,37,0.0,2.88,0.0
2008-04-11,16,25.0,22,0.0,1.93,0.0013
2008-04-12,9,17.0,28,0.0,2.35,0.0
2008-04-13,13,18.0,24,0.0,3.35,0.0001
2008-04-14,12,22.0,27,0.0,3.18,0.0027
2008-04-15,12,20.0,24,0.0,3.4,0.0
2008-04-16,9,27.0,28,0.0,3.31,0.0
2008-04-17,16,26.0,29,0.0,3.55,0.0
2008-04-18,15,29.0,28,0.0,8.91,0.0
2008-04-19,15,24.0,24,0.0,3.85,0.0033
2008-04-20,14,27.0,48,0.0,3.77,0.0
2008-04-21,15,23.0,35,13.00000011920929,4.8,0.0
2008-04-22,13,24.0,34,20.69999976158142,3.77,0.0
2008-04-23,14,23.0,24,0.0,3.61,0.0
2008-04-24,12,24.0,29,0.0,4.2,0.0
2008-04-25,15,23.0,28,0.0,4.33,0.0
2008-04-26,14,22.0,28,0.0,4.18,0.0
2008-04-27,13,22.0,21,0.0,4.15,0.0
2008-04-28,11,24.0,31,0.0,4.33,0.0
2008-04-29,15,29.0,26,0.0,3.91,0.0
2008-04-30,12,33.0,27,0.0,4.72,0.0
2008-05-01,10,18.0,11,0.0,1.68,0.0015
2008-05-02,11,18.0,24,0.0,1.78,0.0016
2008-05-03,7,14.0,28,1.9,2.42,0.0021
2008-05-04,11,19.0,31,0.6,2.56,0.0022
2008-05-05,12,26.0,21,0.0,4.79,0.0
2008-05-06,18,26.0,27,0.0,5.83,0.0
2008-05-07,23,33.0,31,0.0,9.9,0.0064
2008-05-08,22,34.0,21,0.0,9.55,0.0
2008-05-09,26,41.0,26,5.0,6.01,0.0
2008-05-10,14,25.0,16,16.60000009834767,3.41,0.0023
2008-05-11,13,24.0,13,36.300000011920936,2.42,0.0
2008-05-12,8,19.0,26,135.50000119209295,1.92,0.0012
2008-05-13,14,23.0,34,212.29999980926507,1.68,0.0014
2008-05-14,15,25.0,24,0.0,3.61,0.0031
2008-05-15,14,29.0,22,0.0,4.45,0.0
2008-05-16,19,33.0,34,0.0,5.25,0.0
2008-05-17,19,29.0,31,0.0,5.39,0.0
2008-05-18,18,25.0,22,1.900000035762791,5.2,0.0
2008-05-19,17,23.0,34,2.70000004768372,5.03,0.0
2008-05-20,16,26.0,35,0.9,4.21,0.0
2008-05-21,16,28.0,24,0.0,5.71,0.0
2008-05-22,15,30.0,21,0.0,5.95,0.0
2008-05-23,16,27.0,22,0.0,5.77,0.0
2008-05-24,18,37.0,31,0.0,6.07,0.0
2008-05-25,22,32.0,35,0.0,6.19,0.0
2008-05-26,22,29.0,35,0.0,6.53,0.0
2008-05-27,21,30.0,41,0.0,7.9,0.0
2008-05-28,19,26.0,29,0.0,6.85,0.0
2008-05-29,19,27.0,31,0.6,6.49,0.0
2008-05-30,17,30.0,26,0.0,5.1,0.0
2008-05-31,18,35.0,31,0.0,6.07,0.0
2008-06-01,8,18.0,13,0.0,1.74,0.0015
2008-06-02,8,18.0,22,0.0,1.74,0.0015
2008-06-03,4,14.0,34,14.8,1.14,0.001
2008-06-04,9,24.0,27,0.0,2.1,0.0018
2008-06-05,17,26.0,28,0.0,5.7,0.0
2008-06-06,18,32.0,29,0.0,5.65,0.0
2008-06-07,20,38.0,26,0.0,8.89,0.0058
2008-06-08,22,38.0,27,2.0,9.31,0.0
2008-06-09,27,40.0,35,8.0,7.81,0.0
2008-06-10,16,27.0,27,0.0,3.67,0.0034
2008-06-11,12,21.0,16,0.0,2.63,0.004
2008-06-12,12,21.0,27,0.0,2.55,0.0
2008-06-13,19,29.0,41,0.0,6.67,0.0
2008-06-14,19,29.0,28,0.0,6.55,0.0
2008-06-15,18,28.0,26,0.0,6.85,0.0
2008-06-16,22,40.0,29,9.69999998807907,7.0,0.0
2008-06-17,23,43.0,44,1.60000002384186,8.11,0.0002
2008-06-18,21,31.0,29,0.0,8.71,0.0106
2008-06-19,20,30.0,28,0.0,7.65,0.0108
2008-06-20,19,29.0,26,0.0,7.88,0.0072
2008-06-21,17,30.0,22,0.0,5.89,0.0046
2008-06-22,18,34.0,26,0.0,7.75,0.0048
2008-06-23,20,36.0,29,0.0,7.93,0.0016
2008-06-24,23,36.0,31,0.0,8.05,0.01
2008-06-25,21,38.0,22,0.0,7.99,0.0
2008-06-26,21,30.0,24,0.0,8.25,0.006
2008-06-27,23,31.0,24,0.0,8.17,0.0
2008-06-28,23,34.0,28,0.0,8.05,0.0051
2008-06-29,22,31.0,22,0.0,8.26,0.0051
2008-06-30,21,34.0,21,0.0,8.41,0.0055
2008-07-01,9,18.0,21,0.0,1.98,0.0017
2008-07-02,9,18.0,37,0.0,2.1,0.0
2008-07-03,6,14.0,37,9.5,1.08,0.0009
2008-07-04,12,30.0,16,0.0,2.42,0.0021
2008-07-05,16,23.0,26,0.0,4.86,0.0
2008-07-06,19,27.0,31,0.0,5.89,0.0
2008-07-07,26,42.0,26,0.0,8.95,0.0066
2008-07-08,23,41.0,21,0.0,9.61,0.0
2008-07-09,26,37.0,22,0.0,7.03,0.0
2008-07-10,16,28.0,27,0.0,3.85,0.0026
2008-07-11,13,22.0,24,2.6,1.74,0.0012
2008-07-12,13,18.0,27,0.0,2.1,0.0013
2008-07-13,26,34.0,29,0.0,10.23,0.0093
2008-07-14,24,31.0,31,0.0,10.03,0.0161
2008-07-15,23,31.0,26,0.0,9.8,0.0049
2008-07-16,23,30.0,16,0.0,8.71,0.0
2008-07-17,22,35.0,27,0.0,8.41,0.0
2008-07-18,25,34.0,31,0.5,9.95,0.0063
2008-07-19,23,32.0,28,0.0,9.31,0.0004
2008-07-20,21,33.0,16,0.0,9.49,0.0048
2008-07-21,24,42.0,28,0.0,9.19,0.006
2008-07-22,23,30.0,46,0.0,9.91,0.005
2008-07-23,21,30.0,35,0.0,9.49,0.0059
2008-07-24,19,32.0,24,0.0,7.87,0.0041
2008-07-25,21,36.0,21,0.0,8.11,0.0054
2008-07-26,24,35.0,31,0.0,8.65,0.0032
2008-07-27,24,35.0,34,0.0,9.8,0.0045
2008-07-28,23,34.0,28,0.0,9.92,0.0113
2008-07-29,21,32.0,21,0.0,10.15,0.0068
2008-07-30,22,35.0,24,0.0,9.8,0.0033
2008-07-31,23,36.0,21,0.0,10.11,0.0048
2008-08-01,10,18.0,21,0.0,1.68,0.0015
2008-08-02,10,16.0,37,0.0,2.2,0.0
2008-08-03,6,15.0,24,0.0,1.38,0.0012
2008-08-04,16,24.0,31,0.0,3.4,0.0
2008-08-05,15,23.0,31,0.0,4.69,0.0
2008-08-06,19,23.0,27,0.6,4.82,0.0
2008-08-07,25,33.0,24,0.0,11.23,0.01
2008-08-08,26,40.0,22,0.0,11.05,0.0
2008-08-09,23,35.0,27,0.0,6.91,0.0046
2008-08-10,19,29.0,27,0.0,3.3,0.0
2008-08-11,12,23.0,15,0.0,1.97,0.0058
2008-08-12,12,18.0,13,0.0,2.04,0.0
2008-08-13,24,39.0,16,0.0,9.55,0.0
2008-08-14,24,40.0,26,0.0,10.21,0.0
2008-08-15,25,35.0,37,0.0,10.15,0.0
2008-08-16,22,31.0,28,0.0,9.13,0.0
2008-08-17,19,33.0,24,0.0,8.5,0.0
2008-08-18,23,32.0,26,0.0,8.88,0.0
2008-08-19,21,36.0,22,0.0,8.71,0.0
2008-08-20,24,35.0,21,0.0,8.53,0.0
2008-08-21,24,33.0,22,0.0,8.17,0.0
2008-08-22,22,35.0,27,0.0,8.23,0.0
2008-08-23,22,36.0,27,0.0,8.65,0.0
2008-08-24,25,35.0,24,0.0,8.29,0.0
2008-08-25,24,32.0,26,0.0,7.93,0.0
2008-08-26,22,33.0,28,0.0,7.57,0.0
2008-08-27,21,32.0,21,0.0,7.81,0.0
2008-08-28,22,32.0,22,0.0,7.69,0.0
2008-08-29,20,34.0,16,0.0,7.63,0.0
2008-08-30,21,34.0,21,0.0,7.27,0.0
2008-08-31,22,34.0,21,0.0,7.09,0.0
2008-09-01,9,18.0,11,0.0,1.74,0.0015
2008-09-02,10,15.0,24,30.0,1.5,0.0013
2008-09-03,9,15.0,27,52.1,1.2,0.001
2008-09-04,15,32.0,16,0.0,3.15,0.0
2008-09-05,17,23.0,34,0.0,5.89,0.0
2008-09-06,15,26.0,21,1.2,4.18,0.0
2008-09-07,24,34.0,21,0.0,10.15,0.0044
2008-09-08,25,33.0,31,0.0,10.81,0.0
2008-09-09,23,37.0,27,0.0,7.15,0.0
2008-09-10,17,28.0,28,7.2,3.78,0.0064
2008-09-11,12,23.0,15,0.0,2.04,0.0
2008-09-12,12,17.0,22,14.5,2.15,0.0013
2008-09-13,19,32.0,29,98.29999916553497,6.97,0.0
2008-09-14,18,25.0,22,225.00000190734863,3.13,0.0021
2008-09-15,19,26.0,35,44.30000038146972,2.04,0.0014
2008-09-16,19,28.0,26,0.3,3.4,0.0023
2008-09-17,19,28.0,16,4.3,3.79,0.0
2008-09-18,20,29.0,22,2.0,4.69,0.0
2008-09-19,20,31.0,34,19.60000002384186,5.03,0.0
2008-09-20,20,25.0,26,16.599999964237213,4.69,0.0
2008-09-21,18,27.0,15,15.499999958276746,3.79,0.0
2008-09-22,18,27.0,21,20.300000023841857,3.06,0.0
2008-09-23,21,29.0,24,1.0,6.61,0.0044
2008-09-24,19,27.0,26,0.0,3.89,0.0026
2008-09-25,19,25.0,27,10.70000004768372,7.97,0.0
2008-09-26,18,26.0,21,62.70000004768375,2.94,0.0
2008-09-27,17,20.0,15,20.199999786913395,3.5,0.0
2008-09-28,15,25.0,13,5.600000023841862,3.24,0.0022
2008-09-29,16,27.0,16,7.59999995231628,3.12,0.0
2008-09-30,20,24.0,21,9.0,3.06,0.0
2008-10-01,9,18.0,13,35.39999985694885,2.04,0.0018
2008-10-02,7,13.0,27,13.400000002980232,1.2,0.001
2008-10-03,6,20.0,24,0.0,1.26,0.0011
2008-10-04,17,29.0,16,0.0,4.03,0.002
2008-10-05,16,20.0,15,0.4,7.93,0.0
2008-10-06,17,29.0,27,0.0,6.85,0.0
2008-10-07,23,36.0,22,0.0,10.03,0.0105
2008-10-08,23,32.0,28,41.3999996185303,9.37,0.0
2008-10-09,24,40.0,26,23.0,6.97,0.0
2008-10-10,20,27.0,22,2.7,2.82,0.0
2008-10-11,13,22.0,27,0.0,1.8,0.0012
2008-10-12,12,21.0,21,0.0,2.2,0.0
2008-10-13,17,26.0,15,0.0,3.24,0.0
2008-10-14,15,27.0,15,0.0,3.45,0.0
2008-10-15,15,28.0,13,0.0,3.3,0.0
2008-10-16,17,29.0,11,0.0,3.24,0.0
2008-10-17,19,26.0,24,5.1999998092651385,3.18,0.0
2008-10-18,18,27.0,15,17.3,2.49,0.0017
2008-10-19,17,28.0,27,21.2000007629395,2.3,0.0
2008-10-20,18,28.0,27,0.0,2.42,0.0
2008-10-21,18,28.0,21,6.699999988079071,2.1,0.0
2008-10-22,18,26.0,24,79.7000007629395,1.92,0.0
2008-10-23,17,26.0,13,212.39999980926513,1.2,0.0017
2008-10-24,17,27.0,27,4.5,2.24,0.0015
2008-10-25,21,28.0,21,0.0,2.35,0.0016
2008-10-26,20,27.0,13,15.5,2.1,0.0014
2008-10-27,19,29.0,41,11.000000000000009,1.96,0.0013
2008-10-28,18,28.0,35,25.40000004768372,1.8,0.0012
2008-10-29,17,31.0,39,10.600000041723252,2.15,0.0014
2008-10-30,15,23.0,24,5.800000008940696,2.35,0.0016
2008-10-31,14,24.0,46,7.699999988079071,2.1,0.0044
2008-11-01,11,19.0,21,2.300000011920929,1.68,0.0015
2008-11-02,6,15.0,16,0.9,1.38,0.0012
2008-11-03,12,19.0,37,0.100000001490116,1.56,0.0014
2008-11-04,17,23.0,28,0.30000001192092896,3.79,0.0
2008-11-05,14,18.0,15,9.8,2.56,0.0
2008-11-06,20,31.0,28,7.40000009536743,6.43,0.0
2008-11-07,23,36.0,28,5.599999785423282,10.18,0.0094
2008-11-08,19,33.0,21,0.0,9.55,0.0
2008-11-09,24,39.0,16,0.0,6.75,0.0
2008-11-10,21,27.0,22,11.8,2.7,0.0
2008-11-11,15,23.0,11,11.7,1.86,0.0036
2008-11-12,7,14.0,39,0.0,1.92,0.0036
2008-11-13,13,23.0,24,0.0,2.1,0.0013
2008-11-14,12,22.0,24,0.0,2.35,0.0
2008-11-15,9,20.0,13,7.0,2.25,0.0014
2008-11-16,11,20.0,27,4.5,2.2,0.0
2008-11-17,13,19.0,28,83.99999945163724,1.92,0.0012
2008-11-18,13,20.0,27,151.00000139474875,1.14,0.0175
2008-11-19,11,21.0,15,2.5,1.44,0.0009
2008-11-20,11,23.0,15,0.0,1.74,0.0011
2008-11-21,10,21.0,26,0.0,2.2,0.0
2008-11-22,14,19.0,42,27.5,2.25,0.0
2008-11-23,13,17.0,22,22.10000001192093,1.86,0.0096
2008-11-24,11,21.0,21,2.6000000238418597,1.92,0.0012
2008-11-25,11,22.0,31,2.0,2.15,0.0014
2008-11-26,9,18.0,27,0.0,2.35,0.0
2008-11-27,12,21.0,41,12.0,3.06,0.0
2008-11-28,11,21.0,41,7.6,2.8,0.0
2008-11-29,11,20.0,28,0.0,1.92,0.0012
2008-11-30,12,21.0,39,0.0,2.76,0.0
2008-12-01,9,18.0,31,0.0,1.74,0.0015
2008-12-02,3,16.0,15,0.0,1.32,0.0012
2008-12-03,13,23.0,31,0.0,1.26,0.0011
2008-12-04,15,21.0,29,0.0,3.45,0.0001
2008-12-05,15,21.0,21,4.3,2.04,0.0
2008-12-06,20,28.0,31,0.0,6.31,0.0002
2008-12-07,25,38.0,31,0.0,10.03,0.0117
2008-12-08,24,37.0,29,0.0,9.19,0.0
2008-12-09,25,38.0,39,2.2000000476837203,9.9,0.0
2008-12-10,18,28.0,27,6.20000004768372,3.0,0.0
2008-12-11,14,25.0,22,13.0,2.3,0.0
2008-12-12,7,15.0,35,39.39999973773956,1.75,0.0
2008-12-13,10,17.0,27,7.20000004768372,1.63,0.0018
2008-12-14,8,18.0,35,0.0,2.1,0.0
2008-12-15,11,16.0,24,0.0,1.92,0.0
2008-12-16,8,16.0,27,7.799999952316281,1.68,0.0
2008-12-17,-3,15.0,50,5.39999997615814,1.74,0.0031
2008-12-18,9,14.0,42,31.000000000000007,1.92,0.0
2008-12-19,9,13.0,28,41.599999952316274,1.86,0.0036
2008-12-20,10,16.0,35,31.699999880790713,1.2,0.0
2008-12-21,10,17.0,31,0.0,1.68,0.001
2008-12-22,10,17.0,16,2.5,1.74,0.0011
2008-12-23,8,18.0,13,2.0,1.86,0.0
2008-12-24,7,17.0,11,0.0,2.2,0.0022
2008-12-25,6,16.0,16,0.0,1.74,0.0
2008-12-26,0,17.0,11,0.0,1.55,0.0022
2008-12-27,6,17.0,11,0.0,1.86,0.0
2008-12-28,-3,15.0,9,0.100000001490116,1.56,0.0077
2008-12-29,10,17.0,27,0.0,1.74,0.0
2008-12-30,9,17.0,13,0.0,1.44,0.0
2008-12-31,6,17.0,22,0.0,1.56,0.0031
2010-01-01,12,19.0,50,2.5,2.15,0.0015
2010-01-02,8,13.0,42,0.6,0.93,0.0
2010-01-03,14,23.0,39,1.29999995231628,2.2,0.0028
2010-01-04,13,23.0,21,0.0,2.63,0.0
2010-01-05,17,30.0,35,0.0,3.67,0.0062
2010-01-06,19,26.0,50,0.0,6.91,0.0
2010-01-07,22,32.0,26,0.0,8.11,0.0
2010-01-08,19,31.0,21,20.10000014305114,9.63,0.0006
2010-01-09,19,30.0,28,13.79999995231628,8.77,0.0
2010-01-10,16,28.0,15,8.5,3.5,0.0
2010-01-11,14,22.0,15,21.80000007152557,2.49,0.0
2010-01-12,12,25.0,37,23.200000286102313,2.42,0.0
2010-01-13,8,16.0,57,32.899999988079074,1.3,0.0009
2010-01-14,9,18.0,28,57.799999797344206,2.04,0.0
2010-01-15,11,15.0,44,107.10000072717669,1.5,0.001
2010-01-16,11,16.0,29,68.10000027418137,1.14,0.0008
2010-01-17,9,15.0,15,22.1000000834465,1.04,0.0
2010-01-18,10,15.0,27,13.999999943375585,1.14,0.0008
2010-01-19,9,15.0,9,22.19999980926514,1.2,0.0008
2010-01-20,10,15.0,24,118.59999990463251,1.8,0.0112
2010-01-21,12,17.0,41,72.90000039339073,1.2,0.0008
2010-01-22,11,16.0,26,11.900000005960464,1.32,0.0009
2010-01-23,9,15.0,13,0.0,1.38,0.0009
2010-01-24,6,17.0,24,0.0,1.32,0.0009
2010-01-25,12,19.0,26,0.0,1.2,0.0
2010-01-26,13,17.0,26,3.8000000268220897,1.14,0.0008
2010-01-27,11,18.0,21,19.3,1.04,0.0007
2010-01-28,11,16.0,28,7.999999999999998,1.2,0.0008
2010-01-29,9,16.0,31,3.100000023841858,0.98,0.0007
2010-01-30,9,16.0,37,18.10000002384186,1.02,0.0
2010-01-31,8,17.0,28,13.60000014305116,1.02,0.0007
2010-02-01,12,17.0,35,18.000000029802326,2.35,0.0
2010-02-02,7,14.0,35,3.600000113248834,0.8,0.0005
2010-02-03,12,21.0,22,0.0,1.68,0.0011
2010-02-04,13,22.0,22,0.0,2.56,0.0
2010-02-05,16,27.0,24,4.899999976158142,3.6,0.0
2010-02-06,19,29.0,34,86.10000014305115,6.79,0.0
2010-02-07,20,31.0,22,71.30000019073486,6.77,0.0
2010-02-08,21,33.0,22,31.900000035762787,9.85,0.0
2010-02-09,25,37.0,41,88.30000048875809,8.53,0.0
2010-02-10,16,30.0,24,116.60000038146973,3.45,0.0043
2010-02-11,12,21.0,35,25.89999981224537,2.15,0.0017
2010-02-12,11,20.0,27,1.000000001490116,1.2,0.0012
2010-02-13,5,12.0,29,108.90000009536737,1.08,0.0007
2010-02-14,7,14.0,29,112.40000019073486,0.96,0.0006
2010-02-15,5,13.0,22,18.90000002384186,1.14,0.0008
2010-02-16,12,18.0,28,4.700000047683716,1.2,0.0008
2010-02-17,8,22.0,27,0.0,1.14,0.0008
2010-02-18,7,23.0,31,0.0,1.35,0.0009
2010-02-19,14,25.0,35,0.0,1.35,0.0
2010-02-20,9,17.0,42,0.0,1.59,0.0011
2010-02-21,8,20.0,24,0.0,1.44,0.0
2010-02-22,12,24.0,21,0.0,1.62,0.0011
2010-02-23,13,23.0,24,14.0,1.5,0.001
2010-02-24,13,20.0,46,5.49999992847442,1.8,0.0012
2010-02-25,12,24.0,21,0.0,1.74,0.0
2010-02-26,12,24.0,46,0.0,1.86,0.0012
2010-02-27,11,22.0,29,0.0,1.62,0.0011
2010-02-28,13,29.0,21,0.0,2.04,0.0
2010-03-01,11,18.0,15,0.0,2.2,0.0
2010-03-02,4,17.0,16,0.0,0.96,0.0007
2010-03-03,14,22.0,42,0.0,2.9,0.0
2010-03-04,10,24.0,29,0.0,2.8,0.0
2010-03-05,16,27.0,31,8.7,3.12,0.0041
2010-03-06,19,30.0,31,20.799999833106995,5.77,0.0
2010-03-07,21,33.0,24,396.5000026226045,7.29,0.0
2010-03-08,23,33.0,28,301.2000007629395,10.03,0.0
2010-03-09,22,27.0,35,152.70000048279763,7.59,0.0
2010-03-10,19,31.0,21,100.90000076591973,3.3,0.0047
2010-03-11,15,20.0,26,4.6,1.98,0.0021
2010-03-12,10,15.0,29,160.70000094175344,1.86,0.0
2010-03-13,10,14.0,29,164.9000003814697,1.02,0.0207
2010-03-14,9,15.0,22,47.39999980926514,0.96,0.0006
2010-03-15,8,16.0,26,42.59999976456165,1.14,0.0008
2010-03-16,8,16.0,29,0.400000005960465,1.04,0.0007
2010-03-17,7,17.0,15,0.0,1.2,0.0008
2010-03-18,7,22.0,24,0.0,1.42,0.001
2010-03-19,10,24.0,16,0.0,1.36,0.0
2010-03-20,10,23.0,27,0.0,1.62,0.0011
2010-03-21,10,27.0,22,0.0,1.74,0.0
2010-03-22,16,24.0,22,0.0,1.8,0.0012
2010-03-23,14,22.0,24,0.0,1.86,0.0
2010-03-24,13,24.0,28,0.0,1.68,0.0011
2010-03-25,15,27.0,21,0.0,1.92,0.0
2010-03-26,13,23.0,22,0.0,2.15,0.0
2010-03-27,13,22.0,42,0.0,2.3,0.0
2010-03-28,11,21.0,22,0.0,2.25,0.0023
2010-03-29,8,27.0,24,0.0,2.3,0.0
2010-03-30,11,24.0,42,0.0,2.45,0.0
2010-03-31,14,23.0,22,0.0,2.56,0.0
2010-04-01,9,19.0,13,0.0,2.35,0.0016
2010-04-02,3,19.0,21,0.0,1.14,0.0
2010-04-03,14,21.0,35,0.0,2.76,0.0
2010-04-04,15,26.0,31,27.10000014305115,2.94,0.0
2010-04-05,16,22.0,29,10.29999980926514,2.24,0.0035
2010-04-06,19,27.0,29,0.0,6.89,0.0
2010-04-07,20,34.0,22,0.0,7.35,0.0202
2010-04-08,23,32.0,35,29.900000274181366,9.91,0.0
2010-04-09,21,29.0,22,82.99999995231629,7.33,0.0
2010-04-10,20,32.0,27,87.90000009536743,3.61,0.0
2010-04-11,15,21.0,31,98.29999989271164,1.44,0.0374
2010-04-12,9,14.0,21,98.79999957084652,0.78,0.0008
2010-04-13,14,21.0,21,87.59999980926514,1.74,0.0012
2010-04-14,13,23.0,41,0.5,2.63,0.0018
2010-04-15,16,23.0,24,0.0,3.0,0.0
2010-04-16,15,22.0,22,16.99999988079071,2.42,0.0032
2010-04-17,15,22.0,16,156.59999971389772,2.2,0.0
2010-04-18,15,22.0,24,88.8000002741814,1.8,0.0012
